name;score
ISIC_0026238_mask.png;0.38775868640742595
ISIC_0027413_mask.png;0.6624514470955871
ISIC_0028373_mask.png;0.7576896706622219
ISIC_0029754_mask.png;0.8521529277276769
ISIC_0033091_mask.png;0.003717259521903237
ISIC_0025354_mask.png;0.11751258969926894
ISIC_0032260_mask.png;0.0
ISIC_0033568_mask.png;0.5727207478316514
ISIC_0026982_mask.png;0.8573912634819184
ISIC_0030634_mask.png;0.7644406549416882
ISIC_0027952_mask.png;0.2718721220891988
ISIC_0024482_mask.png;0.8273387248448373
ISIC_0031908_mask.png;0.8604531526090944
ISIC_0027015_mask.png;0.22021227987386052
ISIC_0028861_mask.png;0.8150742265575619
ISIC_0024838_mask.png;0.2963291523025614
ISIC_0031577_mask.png;0.5310587058437098
ISIC_0028900_mask.png;0.8697669550655875
ISIC_0033965_mask.png;0.03947697861352247
ISIC_0028151_mask.png;0.013901320101114127
ISIC_0030276_mask.png;0.06473043653188493
ISIC_0032927_mask.png;0.010888342145212794
ISIC_0025594_mask.png;0.6924626764078595
ISIC_0027876_mask.png;0.311752087241851
ISIC_0026767_mask.png;0.1273349098964258
ISIC_0029350_mask.png;0.086044759616646
ISIC_0024523_mask.png;0.7358228970157056
ISIC_0030157_mask.png;0.7956939674050851
ISIC_0026597_mask.png;0.9078360258371425
ISIC_0029174_mask.png;0.04398130700233663
ISIC_0024778_mask.png;0.3981864219706971
ISIC_0030729_mask.png;0.09104968825764226
ISIC_0032787_mask.png;0.0592146626783775
ISIC_0028562_mask.png;0.26304026939382613
ISIC_0028553_mask.png;0.2492113682573855
ISIC_0027222_mask.png;0.19408316989711988
ISIC_0030563_mask.png;0.7844853976611768
ISIC_0032014_mask.png;0.4848880142442133
ISIC_0029340_mask.png;0.015992818193908763
ISIC_0027049_mask.png;0.06714531448657543
ISIC_0024397_mask.png;0.4830062964569343
ISIC_0030465_mask.png;0.7296796105041637
ISIC_0025533_mask.png;0.008639092856785689
ISIC_0032604_mask.png;0.2746041443918334
ISIC_0024361_mask.png;0.005796172954416333
ISIC_0025370_mask.png;0.014019898969851974
ISIC_0026524_mask.png;0.046862583402054125
ISIC_0024767_mask.png;0.12657500138766642
ISIC_0024719_mask.png;0.0064608598141945835
ISIC_0030511_mask.png;0.2053736274414537
ISIC_0030252_mask.png;0.031819149770799006
ISIC_0026467_mask.png;0.01016100684200615
ISIC_0030432_mask.png;0.7694088713608366
ISIC_0024363_mask.png;0.034022979873835985
ISIC_0034178_mask.png;0.8284484226400408
ISIC_0033611_mask.png;0.09866256191057737
ISIC_0030552_mask.png;0.7815645269514649
ISIC_0029748_mask.png;0.5158114825451321
ISIC_0028714_mask.png;0.01499966267625166
ISIC_0025879_mask.png;0.004410732783105557
ISIC_0031526_mask.png;0.7989114562591265
ISIC_0031796_mask.png;0.8055183697753979
ISIC_0032649_mask.png;0.007975870562160587
ISIC_0033165_mask.png;0.4184947893434978
ISIC_0027858_mask.png;0.8512826092870162
ISIC_0029385_mask.png;0.01554553341710046
ISIC_0033565_mask.png;0.06633277821316615
ISIC_0030173_mask.png;0.18287326992963737
ISIC_0025835_mask.png;0.0546361128792701
ISIC_0026666_mask.png;0.6582754023027061
ISIC_0031805_mask.png;0.1666910659937589
ISIC_0032818_mask.png;0.8038925600815333
ISIC_0030267_mask.png;0.2179390359825216
ISIC_0029310_mask.png;0.09433482810164424
ISIC_0031724_mask.png;0.058825974261510906
ISIC_0029091_mask.png;0.0034018310075027195
ISIC_0026964_mask.png;0.0005321771523826667
ISIC_0025832_mask.png;0.5325002854088612
ISIC_0027744_mask.png;0.20143155025961823
ISIC_0030646_mask.png;0.21121849493228093
ISIC_0031880_mask.png;0.02400530454295144
ISIC_0026176_mask.png;0.8105110515445797
ISIC_0033464_mask.png;0.802554475595635
ISIC_0025866_mask.png;0.03566276766695317
ISIC_0024381_mask.png;0.7552200909903725
ISIC_0029393_mask.png;0.49865951742627346
ISIC_0033536_mask.png;0.08874984664458349
ISIC_0030176_mask.png;0.3661010055184228
ISIC_0034182_mask.png;0.6292808938422335
ISIC_0026777_mask.png;0.4316498973575672
ISIC_0028851_mask.png;0.7494777438534469
ISIC_0031147_mask.png;0.05218535520433034
ISIC_0033169_mask.png;0.9193132214569794
ISIC_0026288_mask.png;0.22623318385650223
ISIC_0029976_mask.png;0.8208624708624709
ISIC_0034233_mask.png;0.9275006240885023
ISIC_0030337_mask.png;0.3239323397668384
ISIC_0033729_mask.png;0.04156968856174305
ISIC_0027164_mask.png;0.7556658987609738
ISIC_0032235_mask.png;0.2660007855900342
ISIC_0024553_mask.png;0.37835210575107814
ISIC_0026922_mask.png;0.03175637468028296
ISIC_0026350_mask.png;0.46234214794918765
ISIC_0026570_mask.png;0.3145640262463641
ISIC_0034188_mask.png;0.015419685744524953
ISIC_0028765_mask.png;0.26268705878830073
ISIC_0026636_mask.png;0.8638013035053725
ISIC_0030165_mask.png;0.017394050828529854
ISIC_0032464_mask.png;0.31213250548555066
ISIC_0031726_mask.png;0.018716386609891122
ISIC_0029232_mask.png;0.24028314749444352
ISIC_0028355_mask.png;0.21038617673053014
ISIC_0026923_mask.png;0.3172682558888697
ISIC_0033273_mask.png;0.01518701629689421
ISIC_0029060_mask.png;0.1360400324385331
ISIC_0029017_mask.png;0.0483622733076949
ISIC_0028840_mask.png;0.7322031053294167
ISIC_0025476_mask.png;0.08934951935295789
ISIC_0028329_mask.png;0.3629120560855933
ISIC_0025826_mask.png;0.7854912854298287
ISIC_0033952_mask.png;0.7911324167550277
ISIC_0025538_mask.png;0.7263788055821769
ISIC_0028036_mask.png;0.9112734359599957
ISIC_0029306_mask.png;0.7935014483641345
ISIC_0024438_mask.png;0.5012417403755799
